"x1" "x2" "y"
"9685" 1.41163 -0.433976 1
"4772" -0.036111 -0.591845 0
"1758" -0.949578 -0.921707 1
"8556" 1.061815 -0.999086 1
"4020" -0.273231 0.647513 0
"538" -1.33364 0.279324 1
"3966" -0.289655 0.568851 0
"1270" -1.109166 1.460957 1
"8349" 1.003459 1.012211 1
"2317" -0.785042 -1.18142 1
"51" -1.484794 -0.343798 1
"5358" 0.144219 -0.297475 0
"7399" 0.730668 1.148987 0
"406" -1.371434 1.398905 1
"4638" -0.077059 -1.281236 1
"2978" -0.585651 -1.358848 1
"6190" 0.385613 0.97436 0
"2283" -0.793195 1.127609 0
"9427" 1.330039 -0.648544 1
"8412" 1.021306 -0.979152 1
"6560" 0.498844 -0.258198 0
"6557" 0.498051 -0.285327 0
"9688" 1.412329 0.326672 1
"1415" -1.062312 0.821336 0
"7164" 0.664976 -1.287259 1
"1013" -1.184816 -0.029089 1
"5642" 0.226634 -1.477342 1
"635" -1.303988 0.081938 1
"7233" 0.683995 0.046429 0
"5107" 0.064401 0.326901 0
"3166" -0.527709 -0.83047 1
"9061" 1.217566 -0.885692 1
"1634" -0.987417 0.069987 0
"1698" -0.969406 0.148219 0
"6109" 0.36192 -0.953832 1
"5345" 0.138281 -0.300862 0
"3567" -0.408293 -1.189116 1
"2750" -0.6597 -1.374565 1
"4102" -0.24583 -1.061123 1
"7339" 0.716168 0.637382 0
"8762" 1.12533 1.478136 1
"1067" -1.169861 -0.69655 1
"6558" 0.498127 -1.426718 1
"7324" 0.710672 -0.963273 1
"7153" 0.661417 -1.411207 1
"6999" 0.61973 -0.124772 0
"1668" -0.977097 1.434716 1
"5612" 0.217753 1.434598 1
"1272" -1.108445 0.454496 0
"7362" 0.721384 0.754225 0
"8907" 1.17136 0.094186 1
"6774" 0.556866 -1.33708 1
"5459" 0.173655 1.416028 1
"743" -1.270232 -1.105615 1
"5673" 0.236497 0.945201 0
"7535" 0.769186 0.320566 0
"5339" 0.136146 -0.303839 0
"736" -1.271897 -0.839974 1
"275" -1.41406 1.063031 1
"5442" 0.168871 0.729879 0
"5891" 0.301796 0.745782 0
"1614" -0.993641 -1.387588 1
"1287" -1.102274 -1.24135 1
"7680" 0.810132 0.764286 0
"4608" -0.085263 -0.709021 0
"7587" 0.784121 0.158747 0
"7901" 0.876157 1.311123 1
"8597" 1.073578 -0.521302 1
"7545" 0.770647 0.411036 0
"562" -1.325672 -0.012758 1
"2323" -0.781718 0.361577 0
"3258" -0.500237 1.082 0
"6585" 0.507137 -0.33202 0
"3038" -0.567575 1.209165 0
"9859" 1.45932 0.928882 1
"7097" 0.643051 -0.593198 1
"4103" -0.245064 1.480906 1
"1992" -0.876979 -0.529429 1
"9195" 1.25656 1.303028 1
"9503" 1.354953 0.144507 1
"8721" 1.109939 -0.971445 1
"5611" 0.217717 1.061653 0
"9004" 1.201204 1.317632 1
"3992" -0.281219 -0.311243 0
"4260" -0.192296 -1.006047 1
"6492" 0.477319 -1.100738 1
"1488" -1.039862 -1.231754 1
"3527" -0.417466 0.7392 0
"1752" -0.951348 1.485712 1
"4377" -0.156348 -0.519998 0
"5233" 0.101159 -0.446773 0
"8625" 1.081459 -0.412491 1
"6053" 0.345715 1.056599 0
"7262" 0.691352 0.379164 0
"2896" -0.610433 0.952474 0
"5919" 0.307989 1.066067 0
"9430" 1.331604 -0.05283 1
"5987" 0.328034 0.235792 0
"3876" -0.316797 -1.370759 1
"3460" -0.438991 0.599615 0
"3024" -0.573533 1.13716 0
"4522" -0.110102 1.4759 1
"8655" 1.091326 -0.234657 1
"7606" 0.790112 -1.191159 1
"8662" 1.092916 1.088858 1
"8070" 0.925811 0.704899 0
"112" -1.464692 0.459823 1
"6855" 0.580343 0.705944 0
"1932" -0.897604 0.577071 0
"1578" -1.005475 0.781316 0
"6279" 0.413481 -1.396307 1
"2773" -0.647284 0.620428 0
"4205" -0.209613 0.51565 0
"2168" -0.824653 -0.201815 0
"844" -1.237573 0.178009 1
"1587" -1.002073 0.903307 0
"2214" -0.814247 1.330732 1
"7156" 0.66156 1.158679 0
"744" -1.270231 0.66931 1
"3959" -0.290945 -1.113138 1
"260" -1.419029 -0.587244 1
"606" -1.313717 -0.851637 1
"5644" 0.228146 1.106934 0
"6948" 0.603806 -0.728125 1
"7533" 0.767917 0.409838 0
"7398" 0.729993 0.855858 0
"1178" -1.138188 -0.077361 1
"8045" 0.917536 -0.10738 0
"6835" 0.573364 0.778173 0
"3226" -0.510612 -0.730818 1
"3996" -0.27878 -0.313151 0
"2443" -0.744448 0.955422 0
"949" -1.203676 -0.20984 1
"9817" 1.4473 -0.32093 1
"484" -1.349386 0.307774 1
"7115" 0.647621 0.614724 0
"2841" -0.627789 -0.900273 1
"9226" 1.266343 0.547834 1
"9832" 1.450577 0.530998 1
"7265" 0.692615 1.442569 1
"9436" 1.334816 0.947533 1
"3897" -0.309809 -1.391894 1
"3913" -0.305809 0.058751 0
"175" -1.445413 0.418033 1
"2318" -0.7847 -0.688569 1
"6943" 0.602968 0.011334 0
"9496" 1.353118 0.876748 1
"2488" -0.731644 -0.712235 1
"5741" 0.25839 -0.022635 0
"3829" -0.328581 -1.229035 1
"1293" -1.100368 1.062326 1
"60" -1.483394 -0.106 1
"8890" 1.165059 0.601954 1
"3964" -0.289744 -0.579876 0
"1113" -1.158131 0.177793 1
"9005" 1.201613 -1.064411 1
"7212" 0.678183 0.478098 0
"7560" 0.774516 -1.098225 1
"6015" 0.335166 0.28091 0
"5530" 0.194856 0.267696 0
"9768" 1.430954 0.248441 1
"4081" -0.250693 -0.686861 0
"238" -1.429173 1.262978 1
"7361" 0.721304 -0.629848 1
"5646" 0.228319 -0.66377 0
"8405" 1.019083 1.014562 1
"9844" 1.455643 0.052604 1
"5715" 0.248633 -1.160703 1
"7081" 0.638413 0.182816 0
"7804" 0.848917 0.215768 0
"2074" -0.85285 0.755454 0
"9547" 1.371398 0.526209 1
"2420" -0.75117 -0.732798 1
"5921" 0.308215 -0.218632 0
"6149" 0.374209 -0.718504 1
"721" -1.275992 0.299293 1
"5179" 0.087579 1.201322 1
"3862" -0.320494 0.153573 0
"6010" 0.334607 0.606045 0
"9677" 1.408956 1.462607 1
"8618" 1.080224 0.097583 1
"1929" -0.898496 -0.981385 1
"3275" -0.493649 1.137461 0
"4778" -0.033989 0.302363 0
"4333" -0.171919 -0.555945 0
"4084" -0.250099 -0.104245 0
"2220" -0.812568 0.578515 0
"1344" -1.083754 0.316996 0
"7172" 0.667529 -0.94218 1
"4850" -0.014579 0.920544 0
"1009" -1.185794 1.172419 1
"5187" 0.089878 -0.038372 0
"705" -1.280157 0.365604 1
"3285" -0.491183 -0.729706 1
"7526" 0.766293 -0.053478 0
"9351" 1.307669 -0.423053 1
"3050" -0.564171 0.74686 0
"4063" -0.257329 -1.278093 1
"3029" -0.570521 -1.017316 1
"8603" 1.074616 -0.218646 1
"3274" -0.493998 0.721329 0
"205" -1.438139 0.652898 1
"2384" -0.767618 0.282322 0
"8921" 1.175487 -1.418894 1
"3027" -0.571651 0.479443 0
"1666" -0.977558 0.79594 0
"4469" -0.127044 0.401624 0
"7060" 0.634843 -0.563829 1
"2081" -0.850631 -0.306954 1
"7516" 0.764828 0.748346 0
"8204" 0.962403 -0.694252 1
"4055" -0.260585 0.382685 0
"3729" -0.360463 -0.546383 0
"1221" -1.124295 0.796378 1
"1946" -0.892608 0.788474 0
"7148" 0.660209 -0.35442 0
"5663" 0.233501 -0.128511 0
"1467" -1.048179 1.033345 1
"3775" -0.345932 -0.87945 1
"9526" 1.364667 0.84559 1
"1095" -1.163083 0.578565 1
"4954" 0.015318 0.161465 0
"421" -1.367282 0.081057 1
"359" -1.383459 -0.334401 1
"6668" 0.528659 1.346388 1
"5253" 0.1128 1.354408 1
"4811" -0.024578 0.412758 0
"4215" -0.206265 0.156921 0
"7673" 0.807393 1.11818 0
"7186" 0.671199 -0.532939 1
"4838" -0.017921 -1.107403 1
"432" -1.364173 0.319262 1
"121" -1.462268 -1.140264 1
"8314" 0.994501 -0.263684 1
"8289" 0.986845 1.475199 1
"9048" 1.213191 -1.132268 1
"4242" -0.19709 0.029715 0
"2635" -0.688095 0.427133 0
"9426" 1.329852 -0.397393 1
"8164" 0.950414 0.767767 0
"4832" -0.019066 -1.281793 1
"354" -1.385227 -1.250026 1
"7418" 0.737804 0.566236 0
"4387" -0.154228 0.753758 0
"7781" 0.842664 -1.097524 1
"4660" -0.069009 1.073586 0
"1389" -1.069359 1.314039 1
"681" -1.286603 -0.779198 1
"892" -1.223306 -0.716523 1
"9391" 1.319269 0.176003 1
"6532" 0.490398 -0.398356 0
"4326" -0.174753 1.357789 1
"8729" 1.113779 -0.727309 1
"5058" 0.045174 -0.175529 0
"8015" 0.909231 -0.409589 1
"6810" 0.56651 -0.114487 0
"9511" 1.358292 -1.200159 1
"4564" -0.096714 0.124612 0
"8805" 1.139645 -0.313089 1
"3776" -0.345696 -0.99875 1
"2077" -0.852214 0.182424 0
"6832" 0.57266 -0.885857 1
"1447" -1.052783 -0.058708 1
"7770" 0.839481 -0.800815 1
"143" -1.455438 0.482775 1
"6499" 0.481837 1.077327 0
"9920" 1.474993 0.555141 1
"4308" -0.179692 1.321099 1
"775" -1.258369 -0.866279 1
"8641" 1.085709 -0.013464 1
"4773" -0.035903 -1.29881 1
"2055" -0.858701 -0.950828 1
"9374" 1.314063 -0.424195 1
"6201" 0.390478 0.60567 0
"8516" 1.048689 0.84289 0
"9792" 1.438647 0.569123 1
"1248" -1.114844 0.859392 1
"9853" 1.457613 0.64362 1
"7812" 0.851342 -0.248657 1
"9988" 1.496203 0.325025 1
"8563" 1.063841 1.389637 1
"4322" -0.175438 -1.117155 1
"3416" -0.44985 0.138207 0
"6276" 0.41269 0.785829 0
"7736" 0.829102 -0.938432 1
"9237" 1.268507 7e-04 1
"4828" -0.020041 0.110731 0
"9759" 1.429261 1.361989 1
"561" -1.326084 -0.362376 1
"5368" 0.148438 1.264762 1
"7110" 0.646482 -0.297836 0
"9055" 1.21574 -0.375011 1
"1877" -0.91467 0.092045 0
"8025" 0.912541 -0.192251 1
"9897" 1.469397 -0.330291 1
"7228" 0.682302 -1.391678 1
"6927" 0.598535 1.311451 1
"4180" -0.219761 -0.173866 0
"3549" -0.412468 -0.671657 0
"7599" 0.787123 1.293189 1
"7382" 0.725884 -0.861544 1
"9453" 1.339045 0.520631 1
"1464" -1.049188 -0.516009 1
"9983" 1.49425 0.619868 1
"4852" -0.012896 0.110629 0
"407" -1.371001 0.216088 1
"8760" 1.124858 0.472892 0
"5023" 0.034745 0.464513 0
"9164" 1.249358 0.904923 1
"1402" -1.065642 -0.675905 1
"8688" 1.101252 -0.50362 1
"6006" 0.333276 0.348105 0
"1603" -0.99818 -1.156049 1
"2605" -0.695599 -0.076401 0
"2416" -0.753846 -0.104059 0
"8561" 1.063225 0.814788 0
"9481" 1.347916 0.746522 1
"2358" -0.774051 -0.657872 1
"982" -1.193109 -0.382085 1
"1524" -1.025089 0.574626 0
"2707" -0.670413 -1.342867 1
"7428" 0.740492 0.519693 0
"255" -1.421395 0.862686 1
"1020" -1.181036 -0.495028 1
"7654" 0.803445 -0.029651 0
"4544" -0.102737 -1.155428 1
"8602" 1.074392 -1.288243 1
"8223" 0.967685 -1.190932 1
"6820" 0.569148 -0.348902 0
"7327" 0.711355 1.239725 1
"2917" -0.603699 0.794473 0
"388" -1.376399 0.543423 1
"7109" 0.646037 0.507707 0
"5403" 0.156552 0.55296 0
"4825" -0.020607 0.842355 0
"8497" 1.043141 0.588564 0
"7396" 0.729694 -1.023517 1
"7625" 0.796595 0.254497 0
"6785" 0.558787 -0.261128 0
"5052" 0.042959 -1.103975 1
"9488" 1.350267 -1.38474 1
"8316" 0.995138 0.659921 0
"5158" 0.080744 -0.816141 0
"7433" 0.742219 0.036963 0
"4903" 0.003199 -1.073785 1
"9497" 1.353163 0.892085 1
"1718" -0.96179 -0.91384 1
"6850" 0.579185 0.285695 0
"2848" -0.626346 0.406982 0
"2798" -0.638787 -1.1095 1
"9162" 1.248835 0.833265 1
"4629" -0.079412 0.620235 0
"6740" 0.545173 -0.825986 1
"1181" -1.138029 0.597692 1
"7200" 0.67447 -1.07547 1
"4401" -0.14989 -1.276844 1
"3321" -0.479175 -1.076018 1
"5251" 0.112165 1.093993 0
"9029" 1.209326 0.459869 1
"815" -1.248246 1.058451 1
"2994" -0.581491 0.67701 0
"8003" 0.904855 1.198584 1
"2502" -0.727643 -0.552516 1
"8267" 0.980762 0.316065 0
"4046" -0.26281 -1.494543 1
"8600" 1.074111 1.237075 1
"7345" 0.718273 -0.818364 1
"9300" 1.291925 -0.109416 1
"9915" 1.473005 0.092686 1
"9052" 1.215679 -1.375705 1
"7647" 0.800417 -0.598047 1
"6782" 0.55809 0.816057 0
"1708" -0.963055 -0.073514 1
"8213" 0.964792 -0.654986 1
"9241" 1.27183 -0.07528 1
"5903" 0.303704 -0.532185 0
"5222" 0.098591 0.818087 0
"9100" 1.227283 -0.120206 1
"2939" -0.598245 -1.447078 1
"3111" -0.545801 0.580524 0
"6879" 0.587248 0.577845 0
"1" -1.499372 0.976384 1
"9737" 1.424258 1.030381 1
"7642" 0.79978 -0.409584 1
"3709" -0.365654 -0.247948 0
"4291" -0.18325 0.741024 0
"7083" 0.639328 0.579363 0
"2313" -0.785421 -0.575539 1
"2769" -0.648704 -1.456994 1
"7523" 0.765935 -1.113343 1
"7900" 0.875925 1.090965 0
"21" -1.492381 -0.802127 1
"277" -1.413735 1.327318 1
"669" -1.290061 0.870744 1
"1273" -1.108112 1.266133 1
"7998" 0.902515 1.489589 1
"4116" -0.240101 -1.492208 1
"9049" 1.21379 -0.498689 1
"9103" 1.228194 -1.066835 1
"9461" 1.341506 -0.168106 1
"6056" 0.34617 1.347314 1
"2768" -0.648897 1.044679 0
"5639" 0.226341 -1.297855 1
"3822" -0.331009 0.482446 0
"6865" 0.583187 -0.550153 1
"7822" 0.854703 0.110074 0
"9371" 1.313758 -0.636006 1
"7444" 0.744571 1.21493 1
"5823" 0.281143 -0.97736 1
"7411" 0.736165 -1.488236 1
"3756" -0.350693 -0.159881 0
"2507" -0.72551 1.181524 0
"9780" 1.434322 -1.312175 1
"8139" 0.942239 -0.496611 1
"2207" -0.815573 0.899312 0
"5507" 0.188992 0.315906 0
"3253" -0.500989 0.911529 0
"4477" -0.124697 0.593426 0
"454" -1.358698 -0.514794 1
"3424" -0.447768 -0.435653 0
"8615" 1.079534 -0.354717 1
"7439" 0.743237 1.187815 0
"5571" 0.206874 -0.490277 0
"1266" -1.109781 -0.108338 1
"3105" -0.547212 0.263973 0
"2813" -0.634602 0.245476 0
"1482" -1.041672 -1.326647 1
"3295" -0.485912 -1.383163 1
"2865" -0.621097 -0.152872 0
"3446" -0.442761 -0.575262 0
"419" -1.367791 0.697767 1
"8748" 1.121243 -0.523336 1
"1039" -1.176974 0.938208 1
"986" -1.19219 -0.52414 1
"3313" -0.482256 -1.340937 1
"7236" 0.684694 -1.466083 1
"4109" -0.243304 -0.512367 0
"2270" -0.796583 -0.939388 1
"967" -1.196904 -1.488003 1
"6667" 0.528648 0.149893 0
"4004" -0.277278 1.26966 1
"8668" 1.09449 0.107299 1
"8743" 1.117585 0.023193 1
"4596" -0.088258 1.274014 1
"5681" 0.238822 -0.604015 0
"28" -1.490597 1.433338 1
"4381" -0.155869 -1.404943 1
"5773" 0.267142 0.168977 0
"8958" 1.186845 -0.891745 1
"6920" 0.597401 -1.170859 1
"6031" 0.339212 -0.679002 0
"7981" 0.899109 0.154855 0
"1491" -1.038069 -0.294033 1
"1075" -1.168478 -0.196413 1
"1379" -1.071846 1.293918 1
"7438" 0.742801 1.37467 1
"3557" -0.410232 -0.049748 0
"9027" 1.209005 -1.070676 1
"624" -1.308469 -0.987843 1
"548" -1.330076 0.725675 1
"2664" -0.680117 0.408497 0
"5393" 0.154039 -0.277804 0
"1949" -0.891827 0.748982 0
"9770" 1.430992 1.42559 1
"9855" 1.45848 -1.494455 1
"8428" 1.02442 0.099479 0
"4360" -0.163399 1.290073 1
"8269" 0.98109 1.212199 1
"6004" 0.332653 -1.062649 1
"3158" -0.530926 0.628289 0
"1340" -1.085568 -0.5266 1
"4886" -0.002196 1.213837 1
"1419" -1.061262 -0.765368 1
"7959" 0.893238 0.665055 0
"6101" 0.359797 0.507464 0
"7004" 0.621088 0.538563 0
"5932" 0.311391 -0.734126 0
"6091" 0.356292 -1.188812 1
"263" -1.41831 -1.122736 1
"9143" 1.24056 0.413503 1
"4874" -0.007194 -1.365701 1
"7210" 0.677293 0.887234 0
"7570" 0.777442 1.07301 0
"2983" -0.584432 -0.845916 1
"6460" 0.468378 -1.059543 1
"8390" 1.013339 0.477989 0
"1740" -0.954592 -1.350456 1
"5662" 0.232518 1.255162 1
"1068" -1.169681 1.114483 1
"9799" 1.441471 -1.15261 1
"6412" 0.453969 0.717089 0
"9221" 1.264382 -0.116536 1
"4996" 0.025836 0.130172 0
"8233" 0.970397 0.525405 0
"2011" -0.870786 -1.117671 1
"5004" 0.030105 0.288217 0
"4092" -0.248895 0.0947 0
"1202" -1.132926 0.30354 1
"9899" 1.470466 -1.351602 1
"9323" 1.29861 -0.124391 1
"6939" 0.601655 1.339035 1
"935" -1.210937 0.26174 1
"337" -1.39205 0.299842 1
"9067" 1.218151 0.535023 1
"1687" -0.97271 -0.102432 1
"2263" -0.800465 0.560017 0
"2215" -0.813805 -0.7021 1
"2103" -0.842661 -0.726943 1
"7927" 0.88365 0.764112 0
"6797" 0.562217 -1.355142 1
"8701" 1.105383 0.172767 1
"1556" -1.013721 -1.209274 1
"8670" 1.094961 1.038754 1
"1753" -0.951227 0.125279 0
"1702" -0.966687 1.305911 1
"522" -1.337589 -0.836162 1
"7788" 0.844093 -0.2845 1
"8056" 0.920748 -1.224067 1
"907" -1.218996 -0.70486 1
"8826" 1.144917 -0.582499 1
"7537" 0.769506 0.998045 0
"2113" -0.840435 -1.19712 1
"2383" -0.767691 0.149203 0
"7133" 0.653899 -0.468124 0
"4444" -0.137169 0.022462 0
"6825" 0.570696 -0.660941 1
"1586" -1.00291 1.419252 1
"1429" -1.058451 -0.488679 1
"2650" -0.684308 0.759739 0
"4595" -0.090001 -0.677378 0
"3113" -0.545434 0.999767 0
"9177" 1.252335 -0.740221 1
"9487" 1.350121 -0.02051 1
"6713" 0.539026 1.462607 1
"2091" -0.846879 0.950474 0
"7330" 0.712346 0.22481 0
"6459" 0.468047 0.925201 0
"5694" 0.241149 1.015492 0
"4948" 0.014281 1.361698 1
"6533" 0.492141 1.157358 0
"3333" -0.476598 -1.442192 1
"3751" -0.352456 -0.114486 0
"7622" 0.796035 -0.326018 1
"6342" 0.43142 0.928616 0
"4957" 0.016064 -0.001603 0
"9672" 1.407887 -0.526677 1
"3518" -0.419395 0.908168 0
"9294" 1.288824 -0.398921 1
"8800" 1.138027 -0.14889 1
"905" -1.220217 -0.643216 1
"8228" 0.969643 0.203472 0
"3639" -0.387317 -0.582019 0
"3818" -0.331974 -0.70793 0
"2225" -0.810732 -1.182973 1
"2603" -0.696372 0.290067 0
"286" -1.410218 -1.298549 1
"8573" 1.066652 0.755142 0
"5969" 0.322215 -0.359403 0
"1844" -0.924816 1.294712 1
"8044" 0.917432 -1.271221 1
"9038" 1.211301 0.003581 1
"6354" 0.437134 -0.87881 1
"7989" 0.900344 0.555728 0
"2584" -0.701745 -0.536307 1
"2522" -0.722755 1.014879 0
"6854" 0.579861 -1.224007 1
"8346" 1.002993 0.090684 0
"3442" -0.443717 0.523422 0
"5306" 0.125886 0.524121 0
"2689" -0.673617 0.420863 0
"4888" -0.001304 -0.115536 0
"6066" 0.34958 1.146434 0
"9024" 1.208214 0.43298 1
"1269" -1.109414 -0.338628 1
"3014" -0.576197 -0.037438 0
"9007" 1.203536 -0.165294 1
"1081" -1.166292 0.437514 1
"1408" -1.063874 0.065336 1
"4788" -0.031574 0.137367 0
"8435" 1.027717 -1.463497 1
"9240" 1.271246 -1.182409 1
"6788" 0.559892 0.12818 0
"9940" 1.479488 -0.448708 1
"3562" -0.408907 -0.380909 0
"7721" 0.82333 -0.208818 0
"2069" -0.853516 0.525535 0
"8981" 1.194598 -0.155852 1
"1033" -1.178311 -0.410856 1
"4976" 0.021178 0.017867 0
"8538" 1.056777 -0.976709 1
"1745" -0.953606 0.970917 0
"341" -1.389771 -1.386165 1
"8480" 1.0391 -1.493097 1
"5838" 0.286415 -1.161856 1
"9861" 1.460956 1.065179 1
"5807" 0.275465 -1.447908 1
"8120" 0.938583 -1.414421 1
"6968" 0.611459 0.348907 0
"535" -1.334279 -0.780604 1
"6632" 0.519808 0.686899 0
"4612" -0.083625 -0.704326 0
"728" -1.274406 -0.249266 1
"6205" 0.391241 1.112885 0
"8959" 1.187131 1.029776 1
"7464" 0.749938 -0.939981 1
"9392" 1.319689 -1.43712 1
"6852" 0.579505 -1.413333 1
"5371" 0.150157 -0.461551 0
"4871" -0.008294 0.0027 0
"7424" 0.740022 -0.376061 0
"8143" 0.943544 0.773121 0
"5194" 0.091399 -0.127398 0
"8968" 1.189812 -0.997868 1
"9529" 1.365545 0.25486 1
"1121" -1.154539 0.45913 1
"6055" 0.3461 -0.12787 0
"6359" 0.438402 -1.184178 1
"6886" 0.589301 0.872777 0
"4584" -0.091987 -1.051707 1
"8836" 1.147713 1.123935 1
"5243" 0.109536 1.260702 1
"3833" -0.328108 -0.482903 0
"3620" -0.39234 -1.23759 1
"1015" -1.183893 -1.137792 1
"3380" -0.460699 1.273366 1
"6892" 0.591723 -1.330001 1
"3444" -0.443178 -0.367864 0
"3021" -0.573974 1.298148 1
"5480" 0.181387 -1.050609 1
"9828" 1.449998 -0.711619 1
"5867" 0.294729 -0.613885 0
"4484" -0.121748 1.392883 1
"2050" -0.861498 1.202118 1
"1342" -1.084969 -0.838354 1
"8142" 0.943257 -1.002967 1
"1126" -1.153832 0.200714 1
"6757" 0.550026 -0.949643 1
"7505" 0.761036 0.732811 0
"3568" -0.408257 1.427208 1
"3657" -0.381669 -0.70534 1
"1243" -1.118789 -0.065534 1
"5737" 0.257692 -1.252114 1
"6859" 0.581713 1.168229 0
"4166" -0.223725 0.368066 0
"6063" 0.347693 -0.122424 0
"9003" 1.201051 -1.142813 1
"5263" 0.116504 0.500095 0
"8112" 0.936981 -0.361011 1
"1836" -0.925846 0.928741 0
"7027" 0.626748 -0.745743 1
"4296" -0.182147 1.245509 1
"877" -1.22803 -1.152875 1
"4946" 0.013901 -0.147159 0
"1471" -1.046988 -0.952325 1
"4539" -0.105237 0.199453 0
"1334" -1.088755 -1.33555 1
"712" -1.277651 0.077959 1
"7985" 0.899582 0.878916 0
"5043" 0.039965 -0.966116 1
"2135" -0.833037 -0.521152 1
"746" -1.269576 -0.996125 1
"2342" -0.776417 -0.474214 1
"3961" -0.290698 1.431854 1
"6038" 0.340075 1.315683 1
"3322" -0.479075 0.101557 0
"4250" -0.195077 -0.313803 0
"3206" -0.515095 -1.092988 1
"7015" 0.62455 0.067801 0
"5427" 0.164157 0.216908 0
"4230" -0.201342 -0.937432 1
"9623" 1.393368 -0.236377 1
"2923" -0.602522 1.027069 0
"8942" 1.181036 -0.151731 1
"8927" 1.176518 -1.153391 1
"2996" -0.580807 1.231492 0
"683" -1.286176 -0.931851 1
"5066" 0.049106 0.075849 0
"9724" 1.420771 0.60239 1
"7964" 0.894953 -1.190893 1
"7397" 0.729978 -1.439062 1
"8541" 1.057983 1.149139 1
"7161" 0.662997 1.302135 1
"3056" -0.562061 -0.154843 0
"7723" 0.824156 0.17096 0
"1897" -0.907431 -0.106771 0
"2803" -0.637368 1.105949 0
"1774" -0.946619 -0.66725 1
"5478" 0.179873 -0.637315 0
"6333" 0.428074 1.344362 1
"95" -1.471739 1.103606 1
"4894" 0.000663 -1.153767 1
"8043" 0.917332 -0.338414 1
"7201" 0.674486 -0.318936 0
"6784" 0.558577 -0.351976 0
"3234" -0.508042 0.775396 0
"2616" -0.693644 -0.502285 1
"1138" -1.150381 0.990372 1
"2431" -0.748925 1.078295 0
"5214" 0.09618 -0.854968 0
"5188" 0.090146 -0.65687 0
"4774" -0.035564 -0.360304 0
"1132" -1.152501 0.792647 1
"4701" -0.057245 -0.589047 0
"6325" 0.42656 -0.189369 0
"3535" -0.414553 0.669559 0
"6488" 0.475356 -0.89035 1
"9440" 1.335525 -1.196125 1
"7508" 0.761724 -0.607666 1
"1943" -0.893971 1.219419 1
"7639" 0.798785 1.019863 0
"751" -1.268206 0.775776 1
"9932" 1.477957 0.03872 1
"6389" 0.446117 -0.371423 0
"1676" -0.974611 0.623776 0
"3922" -0.303381 -1.313121 1
"9562" 1.375846 0.835991 1
"2494" -0.730737 1.403828 1
"2258" -0.802032 -0.7125 1
"7249" 0.687231 0.69906 0
"5108" 0.064426 -1.296632 1
"5874" 0.296476 0.69939 0
"5962" 0.319014 0.458772 0
"174" -1.446205 0.918915 1
"288" -1.409628 0.575937 1
"5728" 0.251535 1.072992 0
"9113" 1.230767 1.39714 1
"1649" -0.983792 -1.167725 1
"3631" -0.389042 0.506066 0
"5330" 0.132267 0.987813 0
"9572" 1.37837 1.466929 1
"346" -1.388767 -0.908005 1
"1439" -1.055032 0.514099 0
"5293" 0.123507 -0.002362 0
"1062" -1.171106 -1.415476 1
"2910" -0.605679 -0.419451 0
"8149" 0.945352 -0.038198 0
"734" -1.272587 -0.534396 1
"3319" -0.479497 1.137882 0
"7549" 0.772047 -0.867151 1
"6742" 0.54595 0.176317 0
"7962" 0.894442 1.268016 1
"5025" 0.035663 -0.476142 0
"9462" 1.341536 -0.315201 1
"2026" -0.867471 -1.191311 1
"5751" 0.260308 -0.78042 0
"3955" -0.292056 -0.805786 1
"8953" 1.185547 -1.477724 1
"5180" 0.088059 -1.207998 1
"1377" -1.073117 -1.343014 1
"1620" -0.992302 -0.743002 1
"8263" 0.980161 0.907108 0
"5878" 0.299091 0.235214 0
"2714" -0.669886 -1.468769 1
"1229" -1.122067 -0.403278 1
"2674" -0.676491 -1.082751 1
"3242" -0.504072 -0.362704 0
"6530" 0.489652 1.160361 0
"5000" 0.027798 1.490542 1
"7650" 0.801972 -1.391181 1
"2546" -0.715424 -0.950665 1
"8554" 1.061666 1.465906 1
"9482" 1.348072 -1.46638 1
"948" -1.20404 -0.586166 1
"3506" -0.422524 -0.64222 0
"8200" 0.961187 1.446108 1
"2789" -0.640902 0.169171 0
"7246" 0.686969 -1.000977 1
"3351" -0.470146 0.288328 0
"5232" 0.10087 -0.434709 0
"2112" -0.84047 0.626077 0
"1904" -0.904658 -0.863116 1
"6194" 0.387144 -0.057412 0
"5463" 0.174643 -0.390917 0
"4763" -0.038526 -0.411201 0
"7956" 0.892895 0.198415 0
"4671" -0.066702 0.560772 0
"2805" -0.635677 1.453202 1
"8601" 1.074344 -0.594998 1
"4079" -0.250873 1.437606 1
"8027" 0.913299 0.624243 0
"4499" -0.11711 0.726063 0
"9907" 1.472572 -0.176934 1
"2381" -0.768024 0.109075 0
"9340" 1.30356 -1.184142 1
"8380" 1.011679 -0.143197 1
"713" -1.277001 0.01464 1
"4453" -0.13291 -1.456014 1
"7845" 0.861405 -0.173462 0
"2186" -0.820823 -0.237029 0
"1205" -1.131859 1.29474 1
"3819" -0.331842 -0.964694 1
"8852" 1.154104 -1.035465 1
"3238" -0.506069 -1.298433 1
"1664" -0.978169 0.448761 0
"6554" 0.497511 -1.307278 1
"4873" -0.007343 0.951985 0
"9163" 1.249325 0.832856 1
"9936" 1.479129 1.12288 1
"4398" -0.150979 -0.553412 0
"2268" -0.798185 -1.312166 1
"4305" -0.179955 1.486157 1
"1777" -0.946136 0.779018 0
"8837" 1.147974 -0.901298 1
